name,profile,country
菊住守代司,,0
菊地英二,菊地 英二（きくち えいじ、1967年6月6日 - ）は、日本のドラマー。東京都八王子市出身。血液型はO型。既婚。,0
菊地哲,菊地 哲（きくち てつ、1969年2月22日 - ）は、日本のミュージシャンでドラマー。GREATZ UPPER（愛称：G-U、テットス）という名のデザイナーでもある。,0
菊池直人,,0
菊池真人,,0
菊野晴泉,,0
KISHI,,0
木田高介,木田 高介（きだ たかすけ、1949年1月8日 - 1980年5月18日）は、鍵盤楽器、弦楽器、管楽器、打楽器など、多様な楽器を扱うミュージシャンであり、編曲家。本名は桂 重高（かつら しげたか）。,0
北尾一人,北尾 一人（きたお かずひと、1983年6月19日 - ）は、日本のドラマー。KCBのドラマーであり、ORANGE RANGEの元ドラマー。ORANGE RANGE時代のインディーズ初期にはKAZUHITO名義、メジャーデビュー時にはKATCHAN（カッチャン）の名義で活動していた。,0
城戸愼哉,,0
木村マモル,,0
木村万作,木村 万作（きむら まんさく、1955年12月30日 - ）は、日本のドラマー。東京都出身。早稲田大学卒業。,0
KYO,,0
kyosuke,,0
きりばやしひろき,きりばやしひろき（本名桐林広樹、1971年10月12日 - ）は、日本の音楽家。ドラマーであり、ギターやキーボードなどの楽器も含めたマルチプレーヤー。「楽器挫折者救済合宿」の主宰者。,0
工藤義弘,工藤 義弘（くどう よしひろ、1959年 - ）は、日本のハードロック、ヘヴィメタルドラマー。奈良県出身。,0
クハラカズユキ,"クハラ カズユキ（1969年4月3日 - ）は、日本のドラマー。1991年から2003年まで、THEE MICHELLE GUN ELEPHANTのメンバーとして活動していたことで知られる。現在はThe Birthdayのメンバーとして活動している。
愛称は「キュウ」。thee michelle gun elephant時代は身長165cmと公表していたが実際は161cm。血液型はO型。既婚。",0
熊谷徳明,熊谷 徳明（くまがい のりあき、1970年3月18日 - ）は、日本のドラマー、作曲家。日本を代表するフュージョンバンド、カシオペア（2012年よりCASIOPEA 3rdの名義で活動）の元メンバー。2021年現在、TRIX（トリックス）のリーダー。血液型はB型。キングレコード所属。,0
熊丸久徳,,0
久米浩司,,0
粂井宏昭,SCREAMING SOUL HILL（スクリーミング・ソウル・ヒル）は愛知県岡崎市出身の4人組ミクスチャー・ロックバンドである。1989年結成。1993年に東京に拠点を移しライブ活動を行う。2001年ポニーキャニオンよりメジャーデビュー。2005年11月4日解散。,0
クライド・スタブルフィールド,,1
倉田博之,,0
倉内充,,0
倉澤圭介,,0
クリス・スレイド,クリス・スレイド（Chris Slade、1946年10月30日 - ）は、ウェールズ出身のロックドラマー。,1
クリスチャン・ヴァンデ,クリスチャン・ヴァンデ（ヴァンデール）（Christian Vander、1948年2月21日 - ）はフランス・ヴァル＝ド＝マルヌ県・ノジャン＝シュル＝マルヌ生まれのドラマーであり、フランスを代表するプログレッシブ・ロックバンド、マグマのリーダー。,1
クリストファー・パーカー,"クリストファー・“クリス”・パーカー（Christopher ""Chris"" Parker）は、アメリカイリノイ州シカゴ出身のドラマー。
「エンサイクロペディア・オブ・ソウル」（1960年代 -）、後の「スタッフ」（1970年代 - 1980年代）に参加した。
ジュリアード学院などで講師を務める。
ブレッカー・ブラザーズ、ボブ・ディラン、ナタリー・コール、アレサ・フランクリン、マイルス・デイビス、フレディ・ハバード、ジェームズ・ブラウン、大貫妙子など、多くのミュージシャンのレコーディングに参加、ボズ・スキャッグス、ジョー・コッカー、矢野顕子などのツアーに参加。",1
車谷啓介,車谷 啓介（くるまたに けいすけ、1974年1月19日 - ）は、ミュージシャン、ドラマー、ナレーター。ホームグラウンドとも言えるライブハウスの大阪・北堀江hillsパン工場では最多出演ではないかとされているが定かではない。ラジオ番組のパーソナリティーの経歴も持つだけあってライブ中のMCも流暢。歌って喋れるドラマーでもある。,0
GRACE ,,0
グレゴリー・ハッチンソン,,1
グレッグ・エリコ,"グレッグ・エリコ（Greg Errico、1948年9月1日 - ）は、アメリカのミュージシャンにして音楽プロデューサーであり、人気と影響力のあるサイケデリック・ソウル/
ファンク・バンドのスライ&ザ・ファミリー・ストーンにおいてドラマーを務めたことで最もよく知られている。",0
グレッグ・ビソネット,"グレッグ・ビソネット（Gregg Bissonette、1959年6月9日 - ）は、アメリカ合衆国のドラマー（セッション・スタジオ・ミュージシャン）。
1985年、アメリカのハードロック・バンド、ヴァン・ヘイレンのカリスマ的ボーカリストだったデイヴィッド・リー・ロスがバンドを脱退し、翌1986年にソロ活動を始めた際、そのバンドのドラマーを務めた（結成当初のギタリストはスティーヴ・ヴァイ、ベーシストはビリー・シーンだった）。
前述の経歴からハードロックのイメージが強いが、フュージョン等の分野でも活躍するテクニシャン。リンゴ・スターやスティーヴ・ルカサー、ラリー・カールトンのアルバムやライブ・セッションに参加している。また、1995年にはTOTOのサイモン・フィリップスの代役としてプレイしたこともある。
弟のマット・ビソネットもミュージシャン（ベーシスト）であり、グレッグと同じくデイヴィッド・リー・ロスやリンゴ・スターのバンドに参加した他、ジョー・サトリアーニやボズ・スキャッグス等とも共演している。
「ローリング・ストーン誌の選ぶ歴史上最も偉大な100人のドラマー」において52位。",1
黒澤宏子,,0
黒澤摩璃子,,0
黒瀬蛙一,黒瀬 蛙一(くろせ かいち、1969年1月3日 - )は、東京都出身のドラマー。,0
黒沼征孝,,0
ゲイリー・ハズバンド,,1
K-TA,,0
ケニー・クラーク,ケニー・クラーク（Kenny Clarke、本名 Kenneth Clarke Spearman、1914年1月9日 – 1985年1月26日）は、アメリカのジャズ・ドラマー、バンド・リーダー。ビバップ・スタイルのドラミングを築き上げた一人。クロック（Klook）の愛称で親しまれ、また後年にはリアカット・アリ・サラーム（Liaqat Ali Salaam）としても知られた。,1
ケニー・ジョーンズ,ケニー・ジョーンズ (Kenney Jones、1948年9月16日 - ) は、イングランドのロック・ミュージシャン。スモール・フェイセスのドラマーとして知られる。,1
ケヴィン・ゴドレイ,"ケヴィン・マイケル・ゴドレイ（Kevin Michael Godley,  1945年10月7日 - ）は、イギリス・プレストウィッチ生まれのミュージシャン、プロモーションビデオのディレクター。元10cc、元ゴドレイ&クレームのメンバー。",1
ゲン,,1
KENJI,,0
KENJI,ロア 健治（ロア けんじ、1979年1月25日 - ）は、日本の男性歌手、声優、作曲家、ドラマー、脚本家。ヴィジュアル系バンド「Virgil」のヴォーカル。本名は横田健治・ポール・ロア。大阪府出身。身長168cm。体重56kg。A型。 プロダクション・エース所属。,0
ケンゾ(彩冷える),,0
小泉貴裕,KANA-BOON（カナブーン）は、日本のロックバンド。所属事務所はHIP LAND MUSIC。レーベルはソニー・ミュージックレーベルズ内のKi/oon Music。,0
小泉拓,,0
航,,0
Koichi,,0
KOUJI,,0
KOUICHI,,0
コーキー・レイング,,1
コージー・パウエル,"コージー・パウエル（Cozy Powell、本名：Colin Flooks、1947年12月29日 - 1998年4月5日）は、イングランド出身のドラマー、ロックミュージシャン。
その実力を買われ数多くのロックバンドを渡り歩き、ロック・ドラムヒーローの先駆者としても知られる。身長175cm。
ローリング・ストーン誌選出「歴史上最も偉大な100人のドラマー」43位。",1
KO-HEY,"Skoop On Somebody （スクープ・オン・サムバディ）は、1995年に結成された日本の音楽ユニットである。通称S.O.S.またはSOS。
2000年4月まではSKOOPというグループ名だったが、2000年6月シングル『ama-oto』から現在のグループ名になる。現在までにボーカル・コーラス・演奏・ソングライティングをほとんど自分たちでこなす、セルフ・コンテインドバンドである。
所属事務所はアミューズ、レコード会社はSME Records。",0
國分建臣,"國分 建臣（こくぶ たけみ、1973年7月12日 - ） は、日本のミュージシャン、ドラマー。愛知県名古屋市出身。蟹座、血液型B型。東海中学校・高等学校出身。名前は建築家である父親から由来している。
ラモーンズ、ザ・フーに影響を受け、中等科時代からクラスメートとパンクバンドを結成し、名古屋のライブハウスでコンスタントにライブを行う。ヤマハ音楽院の研究生を経て、プロドラマーとなる。",0
小西竜太郎,,0
小沼達也,,0
小沼俊昭,,0
小橋琢人,小橋 琢人（こはし たくと、1965年12月5日 - ）は、日本のドラマー、ミュージシャン。東京都出身。,0
小林和弘,,0
小林高夫,,0
小林雅之,小林 雅之（こばやし まさゆき、1965年5月13日 - ）は、日本のドラマー、ミュージシャン。東京都東久留米市出身。血液型はB型。,0
小柳昌法,"小柳""cherry""昌法（こやなぎ・チェリー・まさのり、1959年10月23日 - ）は、静岡県浜松市出身のミュージシャン、ドラマー、作曲家。血液型はA型。身長184cm",0
斉藤光子,斉藤光子 (GO-BANG'S) - 元GO-BANG'Sのドラマー。,0
斉藤リュータ,,0
サイモン・カーク,,1
サイモン・フィリップス,"サイモン・フィリップス（Simon Phillips、1957年2月6日 - ）は、イギリス・ロンドン出身のセッションドラマー（スタジオミュージシャン）、レコーディング・エンジニア、マスタリング・エンジニア。ロサンゼルス在住。
ザ・フーやミック・ジャガーなど数多くのミュージシャンのドラマーとして活躍。1992年から2013年まで、亡きジェフ・ポーカロの後任としてTOTOに加入していた。
「ローリング・ストーン誌の選ぶ歴史上最も偉大な100人のドラマー」において2010年版では17位、改訂版の2016年版ではランキング外。",1
サイモン・ライト,サイモン・ライト(Simon Wright、1963年6月19日 - ) は、イギリスのドラマー。有名なハード・ロック・バンドをいくつも渡り歩き、AC/DCやディオなどのメンバーとして活躍した。ドラムは十代初めから演奏し始め、コージー・パウエル、トミー・アルドリッジ(Tommy Aldridge)、ジョン・ボーナムから大きな影響を受けた。,1
坂田伸一,,0
坂井俊彦,,0
﨑山龍男,﨑山 龍男（さきやま たつお、1967年10月25日 - ）は、日本のドラマー、ミュージシャン。ロックバンド・スピッツのドラマー。本名同じ。栃木県佐野市出身。,0
sakura,Sakura（サクラ、本名：櫻澤 泰徳（さくらざわ やすのり）、1969年11月20日 - ）は、日本のドラマー、ギタリスト、音楽プロデューサー。ZIGZO、Rayflower、THE MADCAP LAUGHS、gibkiy gibkiy gibkiyのドラマー。元L'Arc〜en〜Ciel、SONS OF ALL PUSSYSのドラマー。元Lion Headsのギタリスト。東京都練馬区出身。L'Arc〜en〜Ciel在籍時から時折本名を名乗っていたほか、本名名義で活動することもある。,0
桜井誠,"桜井 誠（さくらい まこと）は、Dragon Ash、endiveのメンバー。
",0
櫻井雄一,,0
迫昌弘,,0
佐々木壱,,0
佐々木康治,,0
佐々木隆,佐々木 隆（ささき たかし、1956年8月27日 - ）は、日本のドラマー。かつてカシオペアに在籍。,0
ササキ・ユタカ,ササキ・ユタカ（本名：佐々木 豊、1957年7月26日 - ）は、福岡県北九州市出身のジャズ・ドラマー、パーカッショニスト。NAHOKスネアケース監修者。叔父はジャズドラマーの岡山保義（ヤス・オカヤマ）。,0
ZAX,,0
SASSY,,0
佐藤栄太郎,佐藤栄太郎（1988年11月7日生まれ）は、ドラムス担当。2015年の「ワンマンツアー『幸せが溢れたら』」を経て、最終日に正式加入がアナウンスされた。DJとしてDJ有るジェルゴットリッヂ名義でも活動している。MISTAKESや「Suger」名義でichikoroにも所属。,0
佐藤悦也,,0
佐藤潤一,,0
佐藤奏,佐藤 奏（さとう かなで、2002年（平成14年）10月29日 - ）は、埼玉県生まれの女性ミュージシャン・ドラマー。パール楽器製造とエンドース契約。Roland アーティスト。「Ear Candy Jazz Factory」のドラム担当。トレードマークのティアラの髪飾りから「ドラム・プリンセス」と称される。,0
佐藤シンイチロウ,佐藤 シンイチロウ（さとう シンイチロウ、1964年〈昭和39年〉8月16日 - ）は日本のドラマー。ロックバンド、the pillowsとThe ピーズのドラムス担当として活動。血液型はO型。茨城県出身。駒澤大学卒業。愛称はシンちゃん。,0
佐藤貴志,ロックバンドサザーランドのメンバー。,0
佐藤浩,,0
佐野康夫,佐野 康夫（さの やすお、1965年4月30日 - ）は、日本のドラマー。福岡県出身。血液型はA型。,0
SAMMY,,0
沢木優,"沢木 優（さわき ゆう / 1967年5月12日 -）は、日本のドラマー。
本名：樺島誠二
血液型：B型
福岡県大牟田市生まれ。埼玉県坂戸市出身。埼玉県立坂戸高等学校卒業。
LINX / 元THE POWERNUDE のドラマー。
パール楽器製造（Pearl Drums） /  Vic Firth（ヴィック・ファース）のモニターアーティスト。",0
ザッカリー・アルフォード,,1
ザック・スターキー,"ザック・リチャード・スターキー（Zak Richard Starkey、1965年9月13日 - ）はイギリスのミュージシャン。ビートルズの元メンバー、リンゴ・スターと元妻モーリン・コックスとの間の長男。ザ・フーやオアシスのサポート・メンバーとして知られる。弟のジェイソン(1968〜)と妹のリー(1970〜)がいる。娘のターシャ・スターキー(1985〜)はベーシストとして活動している。
父のリンゴは「ドラムは人から教わるものじゃない」という考えだったため、その親友であるザ・フーのキース・ムーンからドラムを教わることになった。そのためか、プレイスタイルはキースのようなパワフルなものとなっている。現在はザ・フーにサポートメンバーという形で招かれ、かつてキースが座っていた場所でドラムを叩いている。",1
サム・ウッドヤード,,1
サンコンJr.,"サンコンJr.（サンコンジュニア、1970年9月13日 - ）は、日本のドラマーである。大阪府茨木市出身。本名：佐子 博幸（さこ ひろゆき）。
ウルフルズのメンバーであり、ソロ活動も行なっている。",1
SANTA,,0
サンディ・ウェスト,サンディ・ウェスト（Sandy West、1959年7月10日 - 2006年10月21日）は、アメリカ合衆国のミュージシャン、歌手、ソングライター、ドラマー。彼女は女性ドラマーのパイオニアとしてファンや批評家に認められている。ロックミュージック界で広範囲に及ぶ人気と批評家からの称賛を勝ち取った初の女性ドラマーであった。ザ・ランナウェイズの創立メンバーの1人である。,1
ジード飯島大将,,0
ジーノ秋山,,0
椎野恭一,椎野 恭一（しいの きょういち、1959年11月30日 - ）は、日本のドラマー。神奈川県横浜市出身。,0
シーラ・E,シーラ・E（Sheila E.、本名：Sheila Escovedo、1957年12月12日 - ）は、アメリカ合衆国の歌手、ドラマー、パーカッション奏者。ソロ活動の他にプリンスのライブやツアーに参加した。,1
ジーン・クルーパ,"ジーン・クルーパ（Gene Krupa、本名：Eugene Bertram Krupa、1909年1月15日 - 1973年10月16日）は、アメリカ合衆国のジャズ・ドラマー。
スウィング期を代表する名ドラマーであり、それまで伴奏楽器とみなされていたドラムスにスター性をもたらした、ジャズ・ドラム史における最も偉大なドラマーのひとり。その影響はジャズ界だけにとどまらず、リンゴ・スター、ザ・ベンチャーズのメル・テイラー、レッド・ツェッペリンのジョン・ボーナム、カーマイン・アピス、キッスのピーター・クリスといったロック・ドラミングのパイオニアたちが、クルーパを憧れの対象とした。",1
ジェット・ブラック,"ブライアン・ジョン・ダフィー（英語名: Brian John Duffy、1938年8月26日 - 2022年12月6日 
）は、イングランド出身のドラマー。芸名: ジェット・ブラック（Jet Black）。ロックバンド「ストラングラーズ」の元メンバー。",1
シェーン・ガラース,シェーン・ガラス（Shane Gaalaas、1967年8月8日 - ）は、カナダアルバータ州イニスフェイル出身、アメリカロサンゼルス在住のドラマー。パワフル且つハイテクニカルなドラミングから、アメリカなどで著名なドラマーである。現在は、アメリカと日本の双方で活動中。,1
ジェイモ,,1
ジェフ・ハミルトン,ジェフ・ハミルトン（Jeff Hamilton、1953年8月4日 - ）は、クレイトン＝ハミルトン・ジャズ・オーケストラの共同リーダーであるアメリカのジャズ・ドラマーである。,1
ジェフ・バラード,,1
ジェフ・ポーカロ,"ジェフリー・トーマス・ポーカロ（Jeffrey Thomas Porcaro、1954年4月1日 - 1992年8月5日）は、アメリカのミュージシャン。ロックバンド、TOTOのリーダーであり元ドラマー。セッション・ミュージシャンとしても数多くのレコーディングに参加した。同じくTOTOのメンバーのマイク・ポーカロとスティーヴ・ポーカロは実弟。
「ローリング・ストーン誌の選ぶ歴史上最も偉大な100人のドラマー」において37位。",1
ジェフ・ワッツ,,1
シェリー・マン,シェリー・マン（Shelly Manne、1920年6月11日 - 1984年9月26日）は、アメリカ合衆国のジャズ・ドラマー。,1
ジェレミー・ステーシー,ジェレミー・ステーシー（Jeremy Stacey、1963年9月27日 - ）は、英国のドラマー、キーボード・プレイヤーである。,1
ジェローム・ブレイリー,,1
静海,しずみは、蜉蝣 (バンド)のメンバー。,0
シド・カトレット,,1
柴田一郎,柴田 一郎（しばた いちろう、1968年9月2日）は、日本のドラマー、ミュージシャンである。元ロックバンド・かかし、ゆらゆら帝国のドラマー。また、電子音楽家いちろうでもある。,0
柴田奈緒,,0
渋谷憲,,0
SHIHO,,0
嶋田祐一,,0
島村英二,島村 英二（しまむら えいじ、1950年9月13日 - ）は、日本のドラマー。スタジオ・ミュージシャン。富山県高岡市出身。,0
ジミー・コブ,ジミー・コブ（Jimmy Cobb、1929年1月20日 - 2020年5月24日）は、アメリカのジャズ・ミュージシャン、ドラム奏者。アメリカ合衆国ワシントンD.C.生まれ。,1
ジミー・ダイアモンド・ウィリアムズ,,1
ジミー原田,ジミー 原田 （ジミー はらだ、1911年12月10日 - 1995年5月12日）は、日本のジャズドラマー。,0
ジム・ケルトナー,ジム・ケルトナー（Jim Keltner）はアメリカ合衆国、オクラホマ州出身のドラマー。セッション・ミュージシャン。,1
ジム・ゴードン,"ジェームズ・べック・「ジム」ゴードン (James Beck ""Jim"" Gordon, 1945年7月14日 - 2023年3月13日) は、アメリカ合衆国のミュージシャン、作曲家。グラミー賞を受賞したゴードンは、1960年代後半から1970年代にかけて最も人気のあったセッションドラマーの一人であり、多くの著名なミュージシャンと共にアルバムを録音し、またブルースロックのスーパーグループであったデレク・アンド・ザ・ドミノスのドラマーでもあった。
1983年、ゴードンは母親を殺害し、懲役16年の判決を受け収監。原因となった統合失調症が改善されないため、一度も仮釈放されることなくカリフォルニア州医療施設でその生涯を終えた。",1
ジム・ホッダー,,1
ジャイアント吉田,"ドンキーカルテットは1964年に結成され、1970年まで6年間に渡って活躍したコミックバンドの一つである。このメンバーはザ・ドリフターズから独立する形で誕生した。
小野ヤスシをリーダーとしてテレビや演芸・公演などでも活躍していたが、1970年に解散する。以降はそれぞれ単独でタレントや司会者・声優として活動していた。
コミックソングの代表的なヒット曲の一つとして1970年に発売され、後に約20万枚を売り上げた『宮本武蔵』というタイトルがある。",0
ジャギ古川CAP,,0
シャグラット,シャグラット (Shagrath、本名：スティアン・トムト・トーレセン (Stian Tomt Thoresen)、1976年11月18日[1] - )は、ノルウェーのヘヴィメタル・ミュージシャン。シンフォニックブラックメタルバンド、ディム・ボルギルのボーカリストとして著名。また、バンド関係の楽器は一通り演奏できるマルチプレイヤーでもある。,0
ジャッキー吉川,"ジャッキー吉川（ジャッキー よしかわ、1938年8月1日 - 2020年4月20日）は、ジャッキー吉川とブルー・コメッツのメンバーでドラムを担当。東京都出身。
本名は板岡公一（いたおか こういち）。ジャッキーの由来はジャッキのように力強い腕が由来。",0
ジャック・ディジョネット,ジャック・ディジョネット（Jack DeJohnette、1942年8月9日 - ）は、アメリカのジャズ・ミュージシャン、ドラマー、ピアニスト。,1
shuji,shuji（しゅうじ、本名：末松秀二（すえまつ しゅうじ）、1974年11月21日 - ）は、日本のミュージシャンで、ロックバンド・Janne Da Arcのドラマー。兵庫県神戸市出身。大阪府立枚方西高等学校卒業。血液型はO型。,0
秀誉,,0
Sugar,,0
JUN,,0
淳士,淳士（じゅんじ、1973年3月30日 - ）は、日本のミュージシャン。SIAM SHADEのドラマーで、2006年よりBULL ZEICHEN 88で活動。旧名は淳二、本名は佐久間 淳二（さくま じゅんじ）。神奈川県秦野市出身、熊本県生まれ。血液型はB型。元アミューズ所属。,0
Junpei Minami,,0
JOE,,0
ジョーイ・クレイマー ,ジョーイ・クレイマー（Joey Kramer、1950年6月21日 - ）は、アメリカ合衆国のドラマーで、アメリカのロックバンド・エアロスミスのメンバーである。フルネームは、ジョゼフ・マイケル・クレイマー（Joseph Michael Kramer）。「ローリング・ストーン誌の選ぶ歴史上最も偉大な100人のドラマー」において78位。,1
ジョーイ・ジョーディソン,,1
ジョージ川口,"ジョージ 川口（ジョージ かわぐち、1927年6月15日 - 2003年11月1日）は日本のドラム奏者。 本名：川口 譲治（かわぐち じょうじ）。
「ジャズドラムスの神様」と呼ばれた。",0
ジョージ・コリアス,"ジョージ・コリアス（George Kollias、本名：イェオルイオス・コリアス（Γεώργιος Κόλλιας、ラテン文字転写：Georgios Kollias）、1977年8月30日 - ）は、ギリシャのヘヴィメタル・ミュージシャン（ドラマー）。音楽教師としても活動している。特に、アメリカのテクニカルデスメタルバンド、ナイルのドラマーとして著名。コリアスは、ナイルのアルバムに参加したことのある4人のドラマーの中で、初めてアルバム2枚以上で全曲を演奏したドラマーである。コリアスは、セイビアンとエヴァンス、ヴィック・ファースとエンドーズ契約している。加えて、アテネの現代音楽学校でドラムの講師としても活動している。
コリアスの参加していたエクストリミティー・オブセッションのギタリスト、イラクリス・コリアスはジョージの兄弟である。",1
ジョージ・ブラウン,,1
ジョー・ジガブー・モデリスト,,1
ジョー・ジョーンズ,ジョー・ジョーンズ（Jo Jones、1911年10月11日 - 1985年9月3日）は、アメリカ・シカゴ出身のジャズ・ドラマー。,1
ジョー・ドッジ,,1
ジョー・モレロ,,1
SHONO,SHONO（しょーの、1994年8月10日 - ）は、日本のタレント、モデル、ガールズメタルバンドPARADOXXのドラマー。静岡県浜松市出身。旧芸名はSHO-NO。,0
庄村聡泰,[Alexandros]（アレキサンドロス）は、日本の4人組ロックバンド。所属事務所はUKプロジェクト。レーベルはPolydor Records / RX-RECORDS。2014年3月までの旧バンド名は、[Champagne]（シャンペイン）。,0
ジョニー吉長,ジョニー 吉長（ジョニー よしなが、本名：吉長 信喜（よしなが のぶき）、1949年3月21日 - 2012年6月4日）は、日本のドラマー。福岡県小倉市（現北九州市小倉北区または小倉南区）出身。,0
ジョン・スタークス,"ジョン・レベル・スタークス (John Levell Starks, 1965年8月10日 - ) は、アメリカ合衆国・オクラホマ州タルサ出身の元プロバスケットボール選手。NBAのニューヨーク・ニックスなどで活躍した。ポジションはシューティングガード。",1
ジョン・ハートマン,,1
ジョン・バーベイタ,,1
ジョン・ハイズマン,"ジョン・ハイズマン（Jon Hiseman、1944年6月21日 - 2018年6月12日）は、イングランド・ロンドン出身のロック・ミュージシャン、ドラマー、音楽プロデューサー。
プログレッシブ・ロック・バンド「コロシアム」のリーダーとして知られる。",1
ジョン・ボーナム,"ジョン・ヘンリー・ボーナム（John Henry Bonham, 1948年5月31日 - 1980年9月25日）は、イギリス出身のミュージシャン、ドラマー。同国のロックバンド、レッド・ツェッペリンのドラマーとして知られる。
愛称はボンゾ。息子のジェイソン・ボーナムもロック・ドラマーである。身長179cm。",1
ジョン・マッケンタイア,ジョン・マッケンタイア（John McEntire、1970年4月9日 - ）は、アメリカ合衆国オレゴン州出身のドラマー、マルチプレイヤー、音楽プロデューサー、レコーディング・エンジニア。また、イリノイ州シカゴの録音スタジオ「Soma Electronic Music Studios」のオーナーでもある。主にポストロック、インディー・ロックの分野で活動し、バストロ、トータス、ザ・シー・アンド・ケイクのメンバーとしての活動に加えて、多くのミュージシャン／バンドの作品に参加した。,1
白井雄介,,0
白根賢一,白根賢一（しらね けんいち、1968年1月11日 -）は 、東京都出身のドラマー。A型でコーラスも行う。,0
神宮司治,神宮司 治（じんぐうじ おさむ、1980年3月5日 - ）は、日本のバンド・レミオロメンのメンバーでドラマーおよびコーラス担当である。山梨県東八代郡御坂町（現：笛吹市）出身。身長174cm。,0
神保彰,神保 彰（じんぼ あきら、1959年2月27日 - ）は、日本のドラマー、作曲家、国立音楽大学客員教授,0
ジン,,0
shingo,,0
SHINGO★KILLER,,0
ジンジャー・フィッシュ,"ジンジャー・フィッシュ（Ginger Fish、本名：ケネス・ロバート・ウィルソン、1965年9月28日 - ）はアメリカ合衆国マサチューセッツ州出身のドラマー。1995年から2011年までインダストリアル・ロック・バンド、マリリン・マンソンのメンバーとして活動した。芸名の由来はダンサーのジンジャー・ロジャースと大量殺人者のアルバート・フィッシュから。マリリン・マンソン在籍時には、パワーマン5000のアルバム『Tonight the Stars Revolt!』（1999年）にピアノでゲスト参加している。
2011年にマリリン・マンソンを脱退した後、ロブ・ゾンビのバンドに正式加入した。",1
ジンジャー・ベイカー,"ジンジャー・ベイカー（Ginger Baker、1939年8月19日 - 2019年10月6日）は、イングランド出身のミュージシャン、ドラマー。
1960年代のロックバンド「クリーム」をはじめ様々なセッション活動の実績を持ち、ロック界最初期のスーパードラマーとして認知されている。特に、ジャズ・フュージョンやワールドミュージックの分野にて影響を与えた。
ローリング・ストーン誌選出「最も偉大な100人のドラマー」第3位。",1
真太郎,真太郎（しんたろう、1983年11月5日 - ）は、日本のドラマー。滋賀県大津市出身。UVERworldのメンバー。既婚者。血液型はO型。,0
真矢 ,真矢（しんや、本名：山田 真矢（やまだ しんや）、1970年1月13日 - ）は、日本のロックバンド・LUNA SEAのドラマー、タレント。ラーメン店「天雷軒」プロデューサー、宝石店「Re:soul」（リソール）代表取締役社長、日本芸術専門学校特別講師。神奈川県秦野市出身。身長165cm。妻は元モーニング娘。の石黒彩。,0
Shinya,Shinya（シンヤ、1978年2月24日 - ）は、DIR EN GREYおよびソロプロジェクトであるSERAPHのドラマー。大阪府出身、血液型B型。 身長171cm。 愛称はやもちゃん。,0
菅井敏昭,,0
菅沼孝三,"菅沼 孝三（すがぬま こうぞう、1959年10月25日 - 2021年11月8日）は、大阪府出身のドラマー。
国外でも活躍しており、ジャズ・ロックなど幅広いジャンルで数多くのミュージシャンとの共演歴を持つ。
昭和音楽大学講師、音楽学校メーザー・ハウス講師、キャットミュージックカレッジ専門学校非常勤講師を務めていた。",0
杉本ユウ,,0
Zukejian,,0
ZUZU,,0
鈴木修見,,0
鈴木さえ子,鈴木 さえ子 (すずき さえこ、1957年3月14日 - )は、日本のミュージシャン。作曲家、ドラマー、キーボーディスト。出生名は鈴木左衛子。歌手の鈴木佐江子とは別人である。,0
鈴木英哉 ,鈴木 英哉（すずき ひでや、1969年11月14日 - ）は、日本のバンド・Mr.Childrenのドラマーである。愛称はJEN（ジェン）。身長175cm、体重64kg。,0
スズキ幹治,,0
スタントン・ムーア,,1
Zukejian,,0
スチュワート・コープランド,"スチュワート・アームストロング・コープランド（Stewart Armstrong Copeland、1952年7月16日 - ）は、アメリカ合衆国のプロミュージシャン。ドラマーで作曲家である。
イギリスのロックバンドであるポリス（The Police）の創立者として知られ、ポリスが活動を停止してからは、様々なバンドのドラマーとしてロックに留まらず広い領域に影響を与えてきた。2010年の「ローリング・ストーンの選ぶ歴史上最も偉大な100人のドラマー」に於いて第7位に選出された。
一方、1980年代にフランシス・コッポラやオリヴァー・ストーンの監督作品などの音楽を担当して以来、作曲家としても活動してきた。オーケストラのスコアリングも自ら担当して、映画、テレビ番組、ビデオ・ゲームのサウンドトラックからオペラやバレエ音楽まで手がけ、オーケストラを率いての公演も行なってきた。",1
スティーブ・アシェイム,スティーブ・アシェイム（Steve Asheim、1970年1月17日 - ）は、アメリカ合衆国のヘヴィメタルミュージシャン。デスメタルバンド・ディーサイドのドラマーとして著名。ディーサイドでは、作曲においても中心的な役割を担っている。アシェイムは、パール、パイステ、Vater、Axisとエンドーズ契約している。また、アシェイムは、銃のコレクターとしても著名で、ディーサイドのライヴDVD『When London Burns』で、そのコレクションを見ることができる。ドラムセットを担当することがほとんどであるが、ディーサイドの9thアルバム『Till Death Do Us Part』では、全曲リズムギターを担当し、一部ではリードギターも担当している。,1
スティーヴ・アリントン,,1
スティーヴ・ワシントン,,1
スティーヴ・ガッド,スティーヴ・ガッド（Steve Gadd、1945年4月9日 - ）は、アメリカ合衆国ニューヨーク州ロチェスター生まれのフュージョン・ドラマー、セッション・ドラマー、スタジオ・ミュージシャンである。,1
スティーヴ・ジャンセン,スティーヴ・ジャンセン（Steve Jansen、本名：Stephen Batt、1959年12月1日 - ）は、イングランドのロンドン・シデナム出身のドラマー、作曲家、音楽プロデューサー。デヴィッド・シルヴィアンは実兄。,1
