drummer_name,artist_name
モーリン・タッカー,ヴェルヴェット・アンダーグラウンド
茂木欣一,"フィッシュマンズ, 東京スカパラダイスオーケストラ"
MOTOKATSU MIYAGAMI,THE MAD CAPSULE MARKETS
本木利尚,サーファーズオブロマンチカ
イクエ・モリ,DNA
森信行,くるり
森本繁,内山田洋とクール・ファイブ
矢尾拓也,パスピエ
ヤガミトール,BUCK-TICK
八木優樹,KEYTALK
ヤキ・リーベツァイト,カン
薬師神勝,HIGHWAY61
矢島敏郎,乱魔堂
ヤスカ・ラーチカイネン,チルドレン・オブ・ボドム
柳田英輝,ZEPPET STORE
ヤニ・ステファノヴィック,ディヴァインファイア
矢野博康,Cymbals
矢部浩志,カーネーション
山木秀夫,"スタジオ・ミュージシャン, 福山雅治サポートメンバー"
山口智史,RADWIMPS
山口昌人,FEEL SO BAD
山崎彰,LIFE ON EARTH
山下哲,Leap youth theatre
山田雅人,シュノーケル
山田亘,FENCE OF DEFENSE
山中綾華,Mrs. GREEN APPLE
山野敦子,少年ナイフ
ヤン・アクセル・ブロンベルク,"メイヘム, アークチュラス"
ヤンネ・パルヴィアイネン ,エンシフェルム、ワルタリなど
ユウ岡崎,キャロル
YUKI,BLue-B
YUSHI,COOL DRIVE
祐二,baroque
YUJI,"D-SHADE, as.milk"
YUICHI,麻波25
YUSUKE,GUNDOG
ゆうや,シド
yukihiro,"ZI:KILL, DIE IN CRIES, L'Arc〜en〜Ciel"
雪好 ,レピッシュ
YOSHIAKI,175R
YOSHIKI ,"X JAPAN, V2, globe extreme, Violet UK, S.K.I.N."
YO-HEY,SORROW
吉澤響,セカイイチ
吉田達也,ルインズ
吉田太郎,THE ALFEEサポート
吉田佳史,TRICERATOPS
芳垣安洋,"モダンチョキチョキズ, ROVO, DATE COURSE PENTAGON ROYAL GARDEN"
淀川由浩,"ジャニーズJr., Question?"
Yuji Niwano　,"LOVE HOUSE, BELLZLLEB"
ラーズ・ウルリッヒ,メタリカ
ライデン湯沢殿下,"聖飢魔II, RX, CANTA"
ラス・カンケル,
ラス・マキノン,タワー・オブ・パワー
リヴォン・ヘルム,ザ・バンド
リオン・テイラー,ベンチャーズ
リチャード・コフラン,キャラヴァン
リッキー・ローソン,イエロージャケッツ
リック・マロッタ,スティーリー・ダン
リッチー・ヘイワード,リトル・フィート
RINA,SCANDAL
笠浩二,C-C-B
りょういち,ジャパハリネット
りん,ネルソン・グレート
リンゴ・スター,ビートルズ
ルイス・A・マッコール,コンファンクシャン
RUKA,ナイトメア
レニ,ザ・ストーン・ローゼズ
レニー・ホワイト,トウェニーー・ナイン　
LEVIN,La'cryma Christi
ロイ・ヘインズ,ジャズ　
ロジャー・テイラー,クイーン
ロジャー・ホーキンス,フェイム・スタジオ
ロッキー・グレイ,"エヴァネッセンス, マシーナ"
ロナルド・シャノン・ジャクソン,"フリー・ジャズ, フリー・ファンク"
ロバート・ワイアット,"ソフト・マシーン, マッチング・モール"
ロバよしお,ビジーフォー
ロビー・マッキントッシュ,アベレイジ・ホワイト・バンド
ロルフ・ピルヴ,"ストラトヴァリウス, ソリューション .45"
ロン・ベック,タワー・オブ・パワー
和田ジョージ,フラワー・トラベリン・バンド
渡辺作郎,村八分
渡辺拓郎,藍坊主
渡辺純一,ザ・サベージ
渡辺豊,"HEMIS, 水樹奈々"
栗原寿,back number
河村吉宏,"ずっと真夜中でいいのに。, 水瀬いのり, 奥井雅美"
